time,北向成交总额(亿),沪股通成交额(亿),沪股通余额,沪股通笔数,深股通成交额(亿),深股通余额,深股通笔数,上证指数,上证涨跌幅(%),深证成指,深证涨跌幅(%)
2021-09-30,1129.6136,550.6619000000001,50987.26,2996328,578.9517,48405.54,2992908,3568.1668,0.901294,14309.0127,1.633559
2021-10-08,1496.0174,742.9486999999999,50591.32,3489298,753.0686999999999,52319.85,3584017,3592.1666,0.672609,14414.1594,0.734828
2021-10-11,1117.5556,529.509,48433,2747702,588.0466,51982.17,2979404,3591.7087,-0.012747,14367.6033,-0.322989
2021-10-12,1138.6753,527.9146,51388.39,3086410,610.7607,51735.01,3288546,3546.9362,-1.246552,14135.3762,-1.616325
2021-10-15,1383.9565,638.3480999999999,47961.18,3692302,745.6084,49492.21,3737171,3572.3662,0.395885,14415.9919,0.520286
2021-10-18,1135.4211,526.9773,56622.07,2808757,608.4438,51801.98,3078310,3568.1379,-0.118361,14350.0191,-0.457636
2021-10-19,1020.9968,459.0469000000001,48646.71,2569403,561.9499,47974.46,2830341,3593.1533,0.701077,14499.767,1.043538
2021-10-20,1019.0599,457.3928,48830.88,2431771,561.6671,47551.94,2756601,3587.0009,-0.171226,14452.246,-0.327736
2021-10-21,1038.4997,497.186,44617.62,2517015,541.3137,45625.2,2580576,3594.7831,0.216956,14444.8561,-0.051133
2021-10-22,1059.4772,501.5882,43162.95,2755607,557.889,44142.76,2783834,3582.6036,-0.33881,14492.8214,0.332058
2021-10-25,1081.8141,495.3364,48836.03,2532128,586.4776999999999,50772.03,2800293,3609.8626,0.760871,14596.7242,0.716926
2021-10-26,1104.3574,489.2431,52049.45,2698664,615.1143,47963.9,3043701,3597.6377,-0.338653,14552.8194,-0.300785
2021-10-27,1144.7803,487.5562000000001,49675,2718105,657.2241,54075.12,3229096,3562.3052,-0.982103,14393.5079,-1.094712
2021-10-28,1225.2157,563.6305,45855.72,3018508,661.5852,47492.96,3217961,3518.4166,-1.232028,14244.8198,-1.033022
2021-10-29,1403.967,621.5083999999999,46693.72,3323376,782.4586,47570.31,3663455,3547.3361,0.821946,14451.382,1.450086
2021-11-01,1322.4395000000002,608.437,48939.93,3099154,714.0025,50709.57,3320287,3544.4795,-0.080528,14476.526,0.17399
2021-11-02,1346.5685,672.5404,48987.6,3466994,674.0281,49071.29,3424327,3505.6283,-1.096105,14377.2656,-0.685665
2021-11-03,1128.0178,534.5565,50969.41,2952987,593.4612999999999,48738.53,3081541,3498.5368,-0.202289,14367.7804,-0.065974
2021-11-04,1075.1779,484.0884,50256.38,2431330,591.0894999999999,48737.19,2802397,3526.8657,0.809736,14555.2742,1.30496
2021-11-05,1042.894,459.4238,52547.97,2453382,583.4702,48678.27,2849130,3491.5677,-1.000832,14462.622,-0.636554
2021-11-08,1022.605,443.8397,49693.59,2319662,578.7653,51759.12,2803735,3498.6308,0.20229,14508.8612,0.319715
2021-11-09,919.6014,411.3361,52386.8,2214435,508.2653,50059.27,2468697,3507.0018,0.239265,14571.9327,0.43471
2021-11-10,1110.9844,499.7019,55634.95,2648688,611.2825,56792.76,2928842,3492.4616,-0.414605,14515.8805,-0.384659
2021-11-11,1029.6132,463.576,46026.13,2339137,566.0372,45599.56,2634055,3532.7858,1.154607,14699.7443,1.266639
2021-11-12,985.5805,428.3437,50529.59,2325966,557.2368,46227,2678709,3539.1002,0.178737,14705.3683,0.038259
2021-11-15,1047.3398,444.4884,49862.92,2339172,602.8514,46924.02,2804475,3533.3026,-0.163816,14636.3905,-0.469065
2021-11-16,1036.5951,440.8364,50562.48,2417344,595.7587,45628.84,2883472,3521.7867,-0.325925,14613.9723,-0.153168
2021-11-17,914.6455,399.886,51443.91,2258915,514.7595,49121.18,2629049,3537.3662,0.442375,14711.1836,0.665194
2021-11-18,922.1903,386.8661,54255.59,2243067,535.3242,51934.42,2721059,3520.7106,-0.470847,14579.1666,-0.897392
2021-11-19,991.9851,409.1982,46459.32,2270077,582.7869000000001,45427.47,2728950,3560.3734,1.126557,14752.4868,1.188821
2021-11-22,1037.1921,420.475,51857.82,2132245,616.7171,46790.59,2674814,3582.0797,0.609664,14960.6561,1.411079
2021-11-23,1067.6932000000002,467.1669,47730.06,2464225,600.5263,47316.05,2822335,3589.0894,0.195688,14905.1331,-0.371127
2021-11-24,977.4321,422.4709,50405.66,2173974,554.9612000000001,47511.39,2586248,3592.7025,0.100669,14887.5951,-0.117664
2021-11-25,893.4564999999999,398.5752,51205.89,2027176,494.8813,47860.26,2425978,3584.1788,-0.23725,14827.9515,-0.400626
2021-11-26,947.0859,430.6663,53655.21,2262218,516.4196,51146.64,2594184,3564.0894,-0.560502,14777.1712,-0.342463
2021-11-29,1106.488,496.7561,49762.46,2506742,609.7319,46967.85,2839391,3562.6968,-0.039073,14810.1977,0.223497
2021-11-30,1542.651,704.6332000000001,51138.39,2944523,838.0178,49388.77,3283383,3563.8872,0.033413,14795.7344,-0.097658
2021-12-01,1076.0473,473.5086,47080.84,2742897,602.5387000000001,49551.03,3101139,3576.8853,0.364717,14794.2469,-0.010054
2021-12-02,1063.2321000000002,475.681,46406.89,2683604,587.5511,50764.88,3047811,3573.8358,-0.085256,14765.5607,-0.193901
2021-12-03,1109.285,538.3637,43809.54,2699229,570.9213,46614.91,2776464,3607.4322,0.940066,14892.0532,0.856673
2021-12-06,1151.4696,550.5038,48181.35,2683112,600.9658000000001,51605.13,2878496,3589.3061,-0.502465,14752.9567,-0.934032
2021-12-07,1255.3014,575.0834,43904.31,3095726,680.2180000000001,48138.95,3245953,3595.0882,0.161092,14697.1668,-0.378161
2021-12-08,1117.7632,506.8563,46266.5,2673312,610.9069000000001,43504.35,2920163,3637.5675,1.181593,14964.4643,1.818701
2021-12-09,1315.2165,624.7873999999999,38528.64,3129292,690.4291000000001,39449,3099165,3673.0412,0.975204,15147.8749,1.225641
2021-12-10,1588.2346,779.8911,41851.36,3855433,808.3435000000001,45218.76,3513164,3666.3479,-0.182228,15111.5614,-0.239727
2021-12-13,1329.3538,631.3837,46232.5,2912111,697.9701,48136.75,3028703,3681.082,0.401874,15212.4858,0.667862
2021-12-14,1060.6905,492.6382,46304.4,2618695,568.0523000000001,47559.91,2912619,3661.5253,-0.531276,15136.7753,-0.497687
2021-12-15,999.8217,462.4333,49816.92,2485857,537.3883999999999,49496.23,2790417,3647.6303,-0.379487,15026.2074,-0.730459
2021-12-16,1046.1729,489.7112,48058.05,2357473,556.4617,45686.99,2682860,3675.016,0.750781,15112.8062,0.576318
2021-12-17,1350.8088,626.8286,53270.07,2845745,723.9802000000001,52090.44,2996878,3632.3638,-1.160599,14867.5533,-1.622815
2021-12-20,1170.4776,515.1375,51763.02,2645597,655.3401,49164.09,3062742,3593.6019,-1.067126,14569.1835,-2.006852
2021-12-21,979.1825,398.1367,48988.81,2240409,581.0458,51835.05,2926520,3625.1251,0.877203,14688.9837,0.822285
2021-12-22,942.9081,382.8872,51945.95,2247580,560.0209,49603.66,2798650,3622.6178,-0.069165,14791.332,0.696769
2021-12-23,935.784,396.5675,47823.54,2029305,539.2165,50963.06,2624800,3643.3391,0.571998,14863.9277,0.490799
2021-12-28,1090.0733,477.6124,49323.24,2709767,612.4608999999999,49421.53,3288213,3630.1115,0.390971,14837.8687,0.830564
2021-12-29,984.1332,442.9005,50127.37,2358478,541.2327,49207.48,2906590,3597.0002,-0.912129,14653.8236,-1.240374
2021-12-30,947.4695,424.6933,46671.21,2246575,522.7762,44978.58,2699222,3619.1886,0.616858,14796.2313,0.971813
2021-12-31,880.4832000000001,372.0221,48206.5,1839287,508.4611,47190.74,2568021,3639.7754,0.568824,14857.3453,0.413038
2022-01-04,1365.1514000000002,598.1937,51216.93,2966287,766.9577,48147.74,3584917,3632.3289,-0.204587,14791.3136,-0.444438
2022-01-05,1317.1915,548.7035,47385.86,2941406,768.488,49530.25,3756020,3595.1761,-1.022837,14525.7588,-1.795343
2022-01-06,1212.3363,527.3555,52466.59,2736385,684.9808,53998.49,3513218,3586.0792,-0.253031,14429.5075,-0.662625
2022-01-07,1210.7483,539.8195,43135.49,2848547,670.9288,47395.07,3384116,3579.5427,-0.182274,14343.6547,-0.594981
2022-01-10,1182.516,507.3831,47320.32,2790817,675.1329,47718.19,3610678,3593.5187,0.390441,14406.9731,0.441438
2022-01-11,1156.5283,522.53,51218.56,2791905,633.9983,52857.31,3435999,3567.4409,-0.72569,14223.3506,-1.274539
2022-01-12,1168.5741,493.1365,45282.33,2816626,675.4376,47251.14,3505261,3597.4321,0.840692,14421.1981,1.391005
2022-01-13,1118.623,519.5068,48843.19,2792428,599.1162,51870.09,3239392,3555.2585,-1.172325,14138.3361,-1.961432
2022-01-14,1178.2083,509.5532,51173.41,2824600,668.6551,48581.03,3533670,3521.2559,-0.956403,14150.5689,0.086522
2022-01-17,1081.5875999999998,442.8724,49933.8,2423424,638.7152,48216.67,3230942,3541.666,0.579626,14363.5672,1.505228
2022-01-18,1110.4836,473.8034,46049.62,2624667,636.6802,51716.91,3344857,3569.9144,0.797602,14391.3891,0.193698
2022-01-19,1120.9242,470.2325,47301.98,2479697,650.6917,48667.49,3400996,3558.1796,-0.328714,14207.1932,-1.279904
2022-01-20,1211.8315,540.6034999999999,42530.46,2881079,671.2280000000001,44980.12,3493796,3555.0629,-0.087593,14198.3023,-0.06258
2022-01-21,1194.2013,543.7573,45954.03,3231036,650.444,45215.39,3979644,3522.5679,-0.914049,14029.5456,-1.18857
2022-01-24,1029.5663,457.8372,48242.3,2522900,571.7291,48362.89,3126176,3524.105,0.043636,14081.7951,0.372425
2022-01-25,1103.059,477.4988,51903.87,2737668,625.5602,52244.96,3514625,3433.0612,-2.583459,13683.8949,-2.825635
2022-01-26,1011.8264,445.6224,50468.24,2772066,566.2040000000001,48559.62,3480526,3455.6679,0.6585,13780.3008,0.704521
2022-01-27,1060.1753,483.514,58184.33,2738626,576.6613,56821.08,3452708,3394.2474,-1.777384,13398.8443,-2.768129
2022-01-28,1130.1848,525.5791,58864.9,2898123,604.6057,54198.61,3553330,3361.4397,-0.966568,13328.0559,-0.528317
2022-02-07,1171.6642,530.6549,44098.52,3107982,641.0093,51492.81,3782845,3429.5809,2.027143,13456.6473,0.964817
2022-02-08,1142.298,511.6074,48102.51,3163762,630.6906,52736.25,3738680,3452.6288,0.672033,13325.4117,-0.975247
2022-02-09,1086.3767,503.6012,49166.28,2857902,582.7755000000001,50321.92,3297328,3479.9458,0.791194,13531.3104,1.545158
2022-02-10,1062.2681,489.7707,45041.93,2673727,572.4974,50703.88,3012200,3485.9071,0.171304,13432.0677,-0.73343
2022-02-11,1133.9994,527.8968,48066.41,2862912,606.1026,51544.04,3236438,3462.9479,-0.658629,13224.3775,-1.546227
2022-02-14,994.3592,444.4147,51818.51,2574167,549.9445,52462.73,3008391,3428.8821,-0.983723,13123.2122,-0.764991
2022-02-15,940.0963,429.3058,51481.39,2592746,510.7905,52388.49,2989908,3446.0885,0.501808,13345.6264,1.694815
2022-02-16,774.9197,354.3758,49371.13,2200736,420.5439,52482.38,2517714,3465.8305,0.572881,13376.3566,0.230264
2022-02-17,854.3139,389.8711,48773.73,2376609,464.4428,49860.12,2612674,3468.0354,0.063618,13422.8992,0.347947
2022-02-18,785.7728,367.0324,47276.25,2336700,418.7404,48050.04,2582558,3490.7573,0.655181,13459.6804,0.274018
2022-02-21,759.5173,330.37339999999995,53299.88,2036684,429.1439,50486.96,2348414,3490.6123,-0.004154,13471.1571,0.085267
2022-02-22,900.5744,417.6381,54543.46,2338058,482.9363,53074.94,2672593,3457.146,-0.958752,13297.1074,-1.292017
2022-02-23,894.4774000000001,413.327,49332.62,2339366,481.1504,49262.7,2626065,3489.1465,0.925633,13549.9854,1.901752
2022-02-24,1190.4471,562.3240000000001,52587,3005206,628.1231,50619.43,3260486,3429.9564,-1.696406,13252.2412,-2.197377
2022-02-25,1017.0175,495.1219,47004.53,2785720,521.8956,46800.46,2898771,3451.4061,0.625364,13412.9177,1.212448
2022-02-28,1037.1333,534.7498,47714.92,2535405,502.3835,48881.98,2564809,3462.3064,0.315822,13455.7332,0.319211
2022-03-01,933.8364,448.2542,47774.73,2473020,485.5822,49766.84,2621340,3488.8347,0.766203,13488.6364,0.244529
2022-03-02,826.9947,401.9084,50672.89,2356435,425.0863,50070.86,2390932,3484.1916,-0.133085,13346.9565,-1.050365
2022-03-03,894.7185000000001,445.4228,49479.52,2530336,449.2957,51430.37,2509272,3481.1125,-0.088373,13201.8199,-1.087413
2022-03-04,1010.1635,479.6397,50109.02,2806545,530.5237999999999,49634.67,2885320,3447.649,-0.961288,13020.4639,-1.37372
2022-03-07,1152.87,568.9145,55741.08,3210427,583.9555,53167.64,3133478,3372.8552,-2.169415,12573.4349,-3.43328
2022-03-08,1266.3474,605.4462,53739.9,3528163,660.9011999999999,55827.2,3596772,3293.5301,-2.351868,12244.4971,-2.616133
2022-03-09,1326.4847,640.0866000000001,55708.1,3828457,686.3981,55524.93,4078704,3256.3884,-1.127717,12107.1705,-1.121537
2022-03-10,1079.0088,503.7381,51378.02,3040393,575.2707,52139.72,3202336,3296.0922,1.219259,12370.9544,2.178741
2022-03-11,1122.8141,528.1079,53194.62,3272132,594.7062000000001,51633.26,3357923,3309.7467,0.414263,12447.373,0.617726
2022-03-14,1044.5626,494.6964,57725.74,2939982,549.8662,57316.99,3207004,3223.5328,-2.604849,12063.6318,-3.082909
2022-03-15,1317.2095000000002,619.2417,59641.15,3611650,697.9678,57694.65,4027117,3063.9652,-4.950085,11537.2355,-4.363498
2022-03-16,1358.8006,647.5606,50089.62,3822376,711.24,49786.22,4000677,3170.7103,3.483887,12000.9593,4.019367
2022-03-17,1362.9004,638.1092,49846.55,3453151,724.7912,45045.14,3622470,3215.0445,1.398242,12289.9733,2.408257
2022-03-18,1464.9116,795.3887,38204.72,3283604,669.5228999999999,48449.78,3179821,3251.0724,1.120603,12328.647,0.314677
2022-03-21,945.3387,444.5799,55253.6,2884999,500.7588,53355.79,2956604,3253.6857,0.080383,12379.636,0.413581
2022-03-22,810.2236,372.8308,50736.2,2379108,437.3928,50540.52,2628302,3259.8619,0.189822,12318.7836,-0.491552
2022-03-23,829.3349000000001,408.9133,51878.18,2545170,420.4216,48771.1,2516893,3271.0325,0.342671,12408.6507,0.729513
2022-03-24,770.7569,362.6927,49303.27,2353675,408.0642,51459.51,2556611,3250.2644,-0.63491,12305.5042,-0.831247
2022-03-25,782.4765,359.3349,51326.01,2279284,423.1416,52569.02,2533343,3212.2399,-1.169889,12072.7276,-1.891646
2022-03-28,820.1863000000001,393.6259,47591.63,2438477,426.5604,47899.61,2657247,3214.5027,0.070443,11949.9399,-1.017067
2022-03-29,785.0672,354.1059,50515.9,2359200,430.9613,50693.09,2679126,3203.9393,-0.328617,11895.0771,-0.459105
2022-03-30,908.2101,434.3282,43696.18,2597604,473.8819,43370.82,2698234,3266.5959,1.955611,12263.8021,3.099812
2022-03-31,871.9181,420.8549,48570.41,2583023,451.0632,50564.64,2628499,3252.2029,-0.440612,12118.2543,-1.186808
2022-04-01,868.3097,439.4491,48682.75,2714192,428.8606,47201.33,2606042,3282.7166,0.938247,12227.9303,0.905048
2022-04-06,936.9425,471.1984,52850.93,2973621,465.74410000000006,52793.89,2924160,3283.4261,0.021613,12172.9114,-0.449945
2022-04-07,888.1339,430.2926,50025.21,2843722,457.8413,51622.43,2875305,3236.6951,-1.423239,11972.023,-1.65029
2022-04-08,854.2816,415.4009,49283.34,2728295,438.8807,51690.67,2721487,3251.8502,0.468228,11959.2715,-0.106511
2022-04-11,958.6077,462.3532,53727.34,2993546,496.2545,53150.32,3043397,3167.1259,-2.605418,11520.2142,-3.671271
2022-04-12,1009.4136,505.2025,46236.14,3311529,504.2111,45419.47,3223200,3213.3295,1.458849,11756.3765,2.049982
2022-04-13,905.003,453.1483,50588.55,3010577,451.8547,51598.69,2933486,3186.8244,-0.824848,11568.1697,-1.600891
2022-04-19,1070.432,552.3865000000001,52678.93,3705794,518.0455000000001,49727.96,3461769,3194.0287,-0.046794,11633.3232,-0.497367
2022-04-20,956.605,457.2539,54026.13,3188864,499.3511,52480.98,3182182,3151.0498,-1.345602,11392.2279,-2.072454
2022-04-21,978.8262,469.9353,50229.22,3213002,508.8909,50213.9,3297299,3079.8077,-2.2609,11084.2841,-2.703104
2022-04-22,1007.6767,494.0592,46936.05,3337784,513.6175,47028.54,3357113,3086.9193,0.230911,11051.6971,-0.293993
2022-04-25,1142.2002,567.8404,55762.04,3741537,574.3598000000001,50320.3,3857975,2928.5118,-5.131572,10379.2832,-6.084259
2022-04-26,1132.3964999999998,561.9044,51299.08,4193433,570.4920999999999,48873.8,4018765,2886.4257,-1.437116,10206.6385,-1.663359
2022-04-27,1239.59,598.8012,50519.99,3928792,640.7887999999999,45462.93,4228650,2958.282,2.489456,10652.9044,4.37231
2022-04-28,1113.42,525.9504000000001,50100.48,3724029,587.4696,51550.18,3931228,2975.4848,0.581513,10628.9202,-0.225142
2022-04-29,1246.2404,588.1759,49783.83,3724373,658.0645,45707.95,4010701,3047.0624,2.405578,11021.4353,3.692897
2022-05-05,1127.6468,514.5485,50722.7,3507043,613.0983,53002.22,3542318,3067.7587,0.679221,11046.3827,0.226353
2022-05-10,1253.9473,596.6732,53446.7,4028604,657.2741000000001,55813.62,4063737,3035.8442,1.05532,10912.7421,1.366542
2022-05-11,1075.6082,484.6496,50005.76,3010410,590.9586,48145.31,3301053,3058.7027,0.752954,11109.4784,1.802813
2022-05-12,799.0498,375.0758,52807.66,2582500,423.974,50468.48,2608427,3054.994,-0.121251,11094.8694,-0.1315
2022-05-13,732.8103,344.9083,47286.52,2337747,387.902,51200.01,2449893,3084.2845,0.958774,11159.791,0.58515
2022-05-16,763.2103999999999,345.7046,53513.49,2313167,417.5058,55454.26,2596536,3073.7488,-0.341593,11093.3739,-0.595146
2022-05-17,737.2222999999999,344.2551,46960.81,2291022,392.9672,47380.44,2448012,3093.6965,0.64897,11230.1589,1.233033
2022-05-18,714.783,328.9805,52707.28,2283267,385.8025,50400.39,2439160,3085.9768,-0.24953,11208.075,-0.196648
2022-05-19,750.123,343.5711,47781.7,2240357,406.5519000000001,47671.45,2394538,3096.9648,0.356062,11250.0602,0.374598
2022-05-20,929.3686,451.1217,39870.54,2755467,478.2469,45904.85,2748681,3146.5673,1.601649,11454.5272,1.817475
2022-05-23,769.4584,347.38269999999994,52980.74,2229759,422.0757,53283.67,2480815,3146.8573,0.009216,11447.9524,-0.057399
2022-05-24,924.539,424.028,55517.43,2750497,500.511,55092.01,3056174,3070.9272,-2.412887,11065.9173,-3.337148
2022-05-25,744.4600999999999,346.44160000000005,48312.83,2319463,398.0185,48670.51,2456409,3107.4641,1.189768,11143.1818,0.69822
2022-05-26,842.8178999999999,393.079,50533.72,2569101,449.7389,51470.15,2703496,3123.1079,0.503427,11206.8205,0.5711
2022-05-27,809.8239,389.6682,46338.72,2466821,420.1557,50388.86,2479351,3130.2394,0.228346,11193.5867,-0.118087
2022-05-30,825.5558,398.2278,47804.26,2527218,427.328,45352.61,2540368,3149.0607,0.601274,11310.2823,1.042522
2022-05-31,1285.9732,653.4891,41398.62,3083413,632.4841,42919.73,3047548,3186.4271,1.186589,11527.6208,1.921601
2022-06-01,884.1394,404.2781,50245.48,2679835,479.8613,49066.37,2794074,3182.1566,-0.134022,11551.2722,0.205172
2022-06-02,836.2011,380.3962,48295.39,2607067,455.8049,48639.72,2680420,3195.458,0.418,11628.3083,0.666906
2022-06-06,1102.6355,502.2327,45440.31,3090865,600.4028,43856.88,3326858,3236.3719,1.280377,11938.1194,2.664284
2022-06-07,1051.0872,496.2653,46185.22,2951264,554.8219,49898.18,3046338,3241.7635,0.166594,11935.5694,-0.02136
2022-06-08,1074.5346,492.5271,44338.93,2828519,582.0075,50934.27,3002743,3263.7934,0.679565,12033.2604,0.818486
2022-06-09,999.4883,490.3255,47763.51,2951554,509.1628,49953.55,2826806,3238.9543,-0.76105,11810.5843,-1.850505
2022-06-10,1416.7059,734.8108,39880.42,3777005,681.8951,45920.63,3464935,3284.8341,1.4165,12035.1495,1.901389
2022-06-13,1123.6549,526.4492,58752.17,2998844,597.2057,55708.32,3228339,3255.5511,-0.891461,11999.3118,-0.297775
2022-06-14,1173.9358,557.5403,46951.55,3442509,616.3955000000001,49931.65,3512566,3288.9066,1.024573,12023.785,0.203955
2022-06-15,1385.9558,647.3859,42842.53,3351569,738.5699000000001,44944.84,3418576,3305.4066,0.501686,12137.7578,0.947895
2022-06-16,1144.8117,516.586,47456.82,2996257,628.2257,49178.41,3280274,3285.3845,-0.605738,12150.9578,0.108752
2022-06-17,1269.6224,596.4388,44252.08,3167039,673.1836,46363.18,3262204,3316.7857,0.955785,12331.1411,1.482873
2022-06-20,1200.5551,544.5014,55307.27,2871007,656.0536999999999,55442.04,3142102,3315.4302,-0.040868,12487.1335,1.265028
2022-06-21,1085.4449,483.1284,49776.97,2667252,602.3165,52407.9,3178887,3306.7186,-0.262759,12423.8644,-0.506674
2022-06-22,1045.0886,465.7095,52742.04,2789281,579.3791,55758.33,3144759,3267.2016,-1.195052,12246.5526,-1.427187
2022-06-23,1033.0102,450.1001,45137.98,2440135,582.9101,43430.87,2828784,3320.1487,1.620564,12514.7252,2.18978
2022-06-24,1143.6157,517.0828,45730.81,2502721,626.5329,45093.81,2892251,3349.747,0.891475,12686.0322,1.368843
2022-06-27,1178.4923,542.0217,46072.54,2631936,636.4706,47330.81,2812738,3379.1852,0.878819,12825.5651,1.099894
2022-06-28,1112.6419,501.6826,48819.94,2601059,610.9593,47142.5,2854975,3409.2103,0.888531,12982.6859,1.225059
2022-06-29,1276.5987,573.1283,51167.12,2958752,703.4703999999999,52685.22,3296103,3361.5177,-1.398934,12696.5049,-2.204328
2022-07-04,1245.7326,568.8272000000001,49013.08,3086735,676.9054,47259.22,3366403,3405.4267,0.525127,13026.2463,1.289936
2022-07-05,1233.7917,547.2337,51165.72,2873054,686.558,51489.38,3351906,3404.0252,-0.041155,12973.1085,-0.407929
2022-07-06,1178.7436,547.8358999999999,53152.89,2973857,630.9077,49569.18,3186259,3355.3497,-1.429939,12811.3298,-1.247031
2022-07-07,1021.9286,442.3451,51032.69,2389427,579.5835,49341.62,2689691,3364.398,0.269668,12935.8499,0.971953
2022-07-08,1146.3501,464.7735,50549.47,2335970,681.5766,49843.08,2843807,3356.0778,-0.247301,12857.1296,-0.608544
2022-07-11,1061.9935,457.3464,50088.78,2419117,604.6471,52936.62,2923967,3313.584,-1.266174,12617.2311,-1.865879
2022-07-12,1100.2299,475.2281,52803.65,2738070,625.0018,53824.73,3139383,3281.4665,-0.969268,12439.2679,-1.410477
2022-07-13,1074.1114,488.0327,54771.6,2701094,586.0787,53856.17,2841578,3284.2918,0.086099,12508.8858,0.559662
2022-07-14,1102.9199,505.2075,53894.62,2647671,597.7124,48785.97,2817404,3281.744,-0.077575,12602.7756,0.750585
2022-07-15,1204.3019,569.2593,57517.75,3133430,635.0426,53054.22,3193376,3228.0609,-1.63581,12411.0076,-1.521633
2022-07-18,1059.942,455.1252,49260.68,2431922,604.8168000000001,48956.75,2981486,3278.1033,1.550231,12532.651,0.980125
2022-07-19,969.8246,411.5857,56839.74,2402138,558.2389,54863.44,2884305,3279.4313,0.040511,12494.7655,-0.302294
2022-07-20,826.7162,338.4556,49116.64,1965410,488.2606,49093.17,2606367,3304.7243,0.771262,12573.1153,0.627061
2022-07-21,931.6867,404.7486,52248.82,2247646,526.9381,51739.31,2678507,3272.0012,-0.990192,12455.193,-0.937892
2022-07-22,937.7848,413.469,47714.06,2285164,524.3158,52162.49,2853042,3269.9739,-0.061959,12394.0221,-0.491128
2022-07-25,852.0639,359.18660000000006,52199.31,2125505,492.8773000000001,53054.55,2757398,3250.388,-0.598962,12291.5927,-0.826442
2022-07-26,805.0689,343.7974,45806.02,1958176,461.2715,48293.93,2417125,3277.4356,0.832135,12408.56,0.951604
2022-07-27,776.3657000000001,325.5855,52469.67,1853094,450.7802,52701.95,2312825,3275.7553,-0.051269,12399.694,-0.071451
2022-07-28,912.0597,394.2805,49629.82,2026845,517.7792,49113.12,2508931,3282.5758,0.208212,12428.7225,0.234107
2022-07-29,979.243,436.9933,51482.13,2436553,542.2497,52042.43,2796667,3253.2382,-0.893737,12266.9201,-1.301843
2022-08-01,934.0382,398.5572,50053.61,2189995,535.481,48941.4,2656475,3259.9585,0.206573,12413.871,1.197945
2022-08-02,1142.7795,483.9618,51695.98,2668033,658.8177000000001,52330.98,3351170,3186.2664,-2.260523,12120.021,-2.36711
2022-08-03,1131.8492,480.5909,52574.56,2630606,651.2583,50450.21,3297351,3163.6741,-0.709052,11982.2567,-1.136667
2022-08-04,960.2033,418.1056,52064.41,2402286,542.0976999999999,52830.79,2974064,3189.0391,0.801758,12065.2224,0.692405
2022-08-05,997.7821,410.5098,49115.62,2256146,587.2723000000001,49359.97,3020876,3227.0267,1.191193,12269.213,1.690732
2022-08-08,929.9748,392.2692,50322.87,2154193,537.7056,52310.12,2783856,3236.9337,0.307001,12302.1516,0.268465
2022-08-09,869.5097999999999,377.1488,51002.77,2150403,492.361,52677.21,2667590,3247.4318,0.324322,12331.0944,0.235266
2022-08-10,870.3391,374.719,54303.19,2056035,495.6201,53371.53,2544049,3230.02,-0.536171,12223.5137,-0.872434
2022-08-11,971.2813,411.5426,44577.39,2197790,559.7387,43232.99,2718260,3281.6654,1.598919,12474.0325,2.049483
2022-08-12,883.3892,388.0567,47884.34,2217264,495.3325,49655.08,2675227,3276.8877,-0.145588,12419.3906,-0.438045
2022-08-15,973.6579,408.5128,51439.09,2336237,565.1451000000001,48835.17,2816837,3276.087,-0.024435,12460.2212,0.328765
2022-08-16,966.6285,416.174,51141.15,2189812,550.4544999999999,49644.44,2635007,3277.8847,0.054873,12470.1139,0.079394
2022-08-17,1011.6986,423.9801,47108.37,2248321,587.7185,47352.41,2824465,3292.526,0.446669,12595.4626,1.005193
2022-08-18,910.7879,375.5385,52107.56,2030105,535.2494,53721.49,2653009,3277.5438,-0.455037,12517.3202,-0.620401
2022-08-19,1094.5442,463.2728,48378.92,2731285,631.2714,51639.18,3343194,3258.0784,-0.593902,12358.5453,-1.268442
2022-08-22,1051.8275,467.5996,48216.48,2492350,584.2279,48579.4,2954329,3277.7943,0.605139,12505.6774,1.190529
2022-08-23,1004.6808,448.923,55814.82,2527422,555.7578,54797.19,2837848,3276.2234,-0.047926,12455.1526,-0.404015
2022-08-24,1131.5377,471.2785,54497.18,2692413,660.2592,54529.62,3327036,3215.2033,-1.862513,12096.3922,-2.880418
2022-08-25,672.0141,297.2601,48646.69,1557541,374.754,52060.08,2019024,3246.2481,0.965563,12104.033,0.063166
2022-08-26,1042.9819,463.3388,48338.05,2497500,579.6431,48372.69,3009443,3236.2226,-0.308833,12059.7068,-0.36621
2022-08-29,997.1439,444.5128,49631.22,2550549,552.6311000000001,49659.6,2982962,3240.7275,0.139202,12018.1632,-0.344483
2022-08-30,988.5883,443.8265,52655.5,2644171,544.7618,53748.78,3107713,3227.2203,-0.416795,11970.7923,-0.394161
2022-08-31,1424.6733,664.3392,45729.57,3266800,760.3341,46743.48,3649689,3202.1378,-0.777217,11815.7927,-1.294815
2022-09-01,948.495,424.4724,53201.94,2666580,524.0226,49693.59,3088800,3184.9797,-0.535833,11712.3929,-0.875098
2022-09-02,897.1087,401.895,53683.8,2473762,495.2137,51586.56,2792234,3186.4781,0.047046,11702.3907,-0.085398
2022-09-05,899.8183,417.8353,54666.59,2314616,481.983,54483.88,2652124,3199.9118,0.421585,11678.6946,-0.202489
2022-09-06,925.203,417.3906,51288.57,2195346,507.8124,53980.12,2516938,3243.4466,1.3605,11799.8076,1.037042
